1638529270,149.704361,1747,540,0,88,131,160,169,157,132,77,73,183,54,141,50,124,109,108,91,24,16
1638529300,152.1383362,1791,559,0,88,131,159,168,156,131,76,71,180,53,139,49,126,111,111,93,24,16
1638529330,155.8261108,1829,569,0,89,134,162,172,160,134,79,74,186,55,144,51,128,113,112,94,25,16
1638529360,155.7409515,1830,570,0,89,133,162,170,160,134,78,74,185,55,143,51,128,113,112,95,25,16
1638529390,158.0307312,1838,566,0,88,131,161,169,159,133,77,73,184,55,143,50,126,111,111,93,24,16
1638529420,154.1284332,1817,568,0,88,132,162,170,159,134,78,73,184,55,143,50,127,112,112,94,25,16
1638529450,156.7993317,1835,569,0,89,134,163,172,160,136,79,75,188,56,146,51,128,112,111,94,25,16
1638529480,153.2568359,1804,563,0,87,130,160,168,157,132,77,73,184,54,143,50,127,111,112,94,24,16
1638529510,148.2275238,1744,544,0,86,129,158,167,155,131,77,73,185,54,143,50,124,110,109,92,24,16
1638529540,166.606842,1929,591,0,91,137,167,176,164,139,82,78,195,58,151,52,130,113,112,94,24,16
1638529570,139.7498779,1560,458,0,83,126,150,158,145,120,70,64,162,47,120,41,102,88,86,72,19,12
1638529600,159.5948944,1666,449,0,126,162,175,189,158,118,81,67,165,42,105,37,99,76,66,49,14,9
1638529630,138.0885162,1469,406,0,120,152,164,180,150,112,77,64,157,41,101,36,95,73,63,48,13,9
1638529660,129.3889465,1393,391,0,117,149,161,176,147,109,75,62,153,39,98,35,92,70,61,47,13,9
1638529690,133.1757507,1419,393,0,117,149,161,176,146,109,75,62,152,39,97,35,92,70,61,46,13,9
1638529720,134.1146088,1445,406,0,117,149,161,176,147,109,76,62,155,40,100,36,94,73,63,48,13,9
1638529750,143.0510406,1524,422,0,120,153,165,179,149,112,77,64,156,41,101,36,95,73,63,48,13,9
1638529780,128.8118896,1314,343,0,115,146,156,169,139,101,70,56,138,35,84,30,78,59,51,37,10,7
1638529810,117.2378693,1159,289,0,112,142,149,162,132,96,65,51,127,31,75,27,69,51,43,31,9,6
1638529840,113.712616,1106,269,0,110,140,146,159,129,93,63,49,122,29,70,26,65,48,40,28,8,5
1638529870,111.2329025,1072,257,0,109,138,144,157,126,91,62,48,119,28,68,25,62,45,38,27,8,5
1638529900,107.8329468,1039,249,0,107,136,142,154,124,89,61,47,117,28,66,24,61,44,37,26,8,5
1638529930,105.2793427,1011,241,0,105,134,140,151,122,87,59,46,114,27,64,23,59,43,36,26,7,5
1638529960,106.5299835,1020,242,0,105,134,140,150,121,87,59,46,112,27,63,23,58,42,35,25,7,5
1638529990,107.6915131,1043,252,0,105,133,140,150,121,87,59,46,114,27,65,23,60,44,36,26,8,5
1638530020,90.00473022,925,244,0,72,96,104,109,91,68,45,37,89,24,58,19,51,40,34,26,7,5
1638530050,85.63293457,856,217,0,71,95,102,107,88,65,43,35,84,22,54,17,45,35,30,23,6,4
1638530080,84.31842041,837,210,0,71,94,101,106,87,65,43,35,83,21,52,17,44,34,29,22,6,4
1638530110,85.46495819,855,217,0,71,94,101,106,88,65,43,35,84,22,53,17,45,35,30,23,6,4
1638530140,86.04240417,868,223,0,71,94,101,106,88,66,43,35,85,22,55,18,47,37,31,24,6,5
1638530170,93.00669098,984,270,0,73,96,105,110,92,70,46,39,93,25,62,21,54,43,38,29,8,5
1638530200,92.6286087,966,260,0,72,96,105,110,92,70,46,38,92,25,61,20,53,42,36,28,8,5
1638530230,88.66295624,928,251,0,71,93,101,106,88,67,44,37,89,24,58,19,51,41,35,27,7,5
1638530260,86.36352539,922,256,0,64,87,96,98,84,64,43,37,90,24,61,20,53,42,37,29,8,5
1638530290,97.09616089,1040,290,0,73,98,107,112,95,73,48,41,98,27,68,22,59,48,42,33,9,6
1638530320,102.1065903,1114,318,0,74,99,110,114,97,76,50,43,103,28,72,24,63,52,45,35,9,6
1638530350,112.3937302,1251,366,0,76,104,117,121,105,82,55,48,115,33,83,27,73,60,53,43,11,8
1638530380,114.7489853,1287,380,0,77,105,118,123,106,84,56,49,117,33,85,28,75,62,54,44,11,8
1638530410,115.881752,1297,382,0,77,105,119,123,107,84,56,48,118,34,86,28,75,62,55,44,11,8
1638530440,118.7304382,1336,396,0,78,107,120,125,109,86,57,51,121,35,89,29,78,64,57,46,12,8
1638530470,107.0307312,1229,373,0,64,90,103,105,93,75,50,45,108,32,83,26,72,60,53,44,11,8
1638530500,107.9753647,1244,379,0,64,90,103,106,94,76,51,46,110,32,84,27,73,61,54,44,11,8
1638530530,110.5274353,1275,389,0,65,91,105,108,96,77,52,47,112,33,86,28,75,62,56,46,12,8
1638530560,110.2124176,1270,387,0,65,91,104,108,96,77,52,46,112,33,85,28,75,62,56,45,12,8
1638530590,106.2498474,1215,367,0,64,90,103,106,94,75,51,45,109,32,83,27,72,60,53,43,11,8
1638530620,107.3567505,1231,373,0,64,89,102,106,94,75,51,45,109,32,83,27,73,60,53,44,11,8
1638530650,147.9416199,1602,453,0,96,143,178,161,156,140,69,68,159,53,135,39,93,87,85,76,18,14
1638530680,161.3522339,1744,492,0,98,144,182,164,160,142,71,70,163,54,139,40,96,89,86,77,18,14
1638530710,159.6084595,1749,502,0,95,141,179,159,156,139,69,68,159,54,139,39,92,87,86,77,19,14
1638530740,177.0578613,1903,533,0,105,155,194,178,171,151,74,71,168,55,139,40,92,86,85,77,18,14
1638530770,197.1976166,2159,619,0,110,164,206,189,185,164,82,81,188,63,161,47,108,101,101,91,22,16
1638530800,202.7163849,2236,647,0,111,164,208,192,189,167,84,83,194,66,167,48,113,104,106,95,23,17
1638530830,216.6648102,2403,700,0,115,172,219,201,198,179,90,90,211,72,184,53,123,115,114,104,25,19
1638530860,218.6042938,2421,704,0,115,172,219,201,198,180,91,90,213,72,184,53,123,115,114,104,25,19
1638530890,210.3143463,2307,663,0,113,169,214,197,193,174,87,86,204,68,174,50,116,108,107,97,24,18
1638530920,193.6748199,2080,582,0,108,162,202,185,180,160,79,76,181,59,148,43,97,90,89,80,19,15
1638530950,196.9447327,2131,602,0,110,164,206,190,185,166,83,81,192,63,161,47,107,99,98,89,21,16
1638530980,222.0879974,2484,731,0,114,172,220,202,200,182,93,92,219,74,192,55,130,121,120,110,26,20
1638531010,226.6061707,2544,752,0,115,173,222,204,203,185,94,95,224,76,197,57,133,124,124,113,27,21
1638531040,228.2483521,2571,763,0,115,174,223,205,204,186,95,96,227,77,200,58,136,126,126,115,28,21
1638531070,229.7281494,2597,774,0,116,175,224,207,206,188,96,96,229,78,203,59,138,129,128,117,28,21
1638531100,233.2334747,2640,788,0,117,176,226,209,209,190,97,98,232,80,207,60,140,131,131,119,29,21
1638531130,233.4721832,2643,789,0,117,176,226,209,209,190,97,98,232,79,206,60,140,130,130,119,28,21
1638531160,235.6958466,2672,799,0,118,177,227,211,210,192,98,99,234,80,208,60,142,132,132,121,29,21
1638531190,231.9782104,2620,780,0,117,175,224,208,207,189,96,96,230,78,203,59,138,128,128,116,28,21
1638531220,195.1669464,2114,598,0,107,160,201,185,181,160,79,77,182,60,150,44,99,91,92,82,20,15
1638531250,215.886673,2406,705,0,112,169,215,199,197,178,90,90,212,71,185,53,125,115,116,105,25,19
1638531280,213.7560425,2376,694,0,112,168,213,198,194,175,88,87,207,69,178,52,120,111,112,101,24,18
