wl,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm
545,9.7511e-47,1.5254999999999999e-33,1.2094e-18,1.5311e-9,5.9492e-4,0.55498,0.32431,2.0293e-4,5.2197e-12,1.5806000000000001e-24,1.1536e-43,7.728199999999999e-66,9.5802e-79,9.1482e-109
546,6.243236657141888e-47,9.773507312640001e-34,7.800040224443618e-19,1.011048679734672e-9,4.251593746879445e-4,0.49691941762254327,0.37551877713704285,3.1066503023849417e-4,1.6019669336359822e-11,1.5513932975342408e-23,5.663825919941905e-42,3.2442612488422364e-63,5.216043495852487e-76,3.12002873887182e-105
547,3.5144187761860767e-47,5.508122976978876e-34,4.449034782670762e-19,6.008144506214571e-10,2.8566167117343447e-4,0.43781501523077565,0.4336004560007543,5.024518753417101e-4,4.429433777177699e-11,5.602812846299838e-23,2.2214852447890284e-41,1.2947509301051723e-62,2.082758898356377e-75,1.2476620879319583e-104
548,1.5647532066593207e-47,2.45931728499775e-34,2.0434786286760958e-19,3.0166868164090627e-10,1.7799388031495216e-4,0.38029790402773644,0.4954007462959443,7.739282053256791e-4,8.987905153901425e-11,1.2307559746298314e-22,4.97651100158677e-41,2.911721800884009e-62,4.68439448033488e-75,2.8070664578331434e-104
549,3.9434679808837687e-48,6.275605286777526e-35,5.858667164542891e-20,1.1488274177357028e-10,1.0372299297097996e-4,0.3269991952164648,0.5577653577274229,0.001120731690206432,1.526091568708343e-10,2.1660875097531197e-22,8.831126905589674e-41,5.175313302441897e-62,8.326483909542255e-75,4.99021331728955e-104
550,3.3063999999999997e-50,1.3323e-36,7.8694e-21,4.1728e-11,6.4416e-5,0.28055,0.61754,0.0015385,2.3232e-10,3.3657999999999996e-22,1.3784999999999998e-40,8.085500000000001e-62,1.3009e-74,7.797099999999998e-104
551,2.1167384029011676e-50,8.53329918311409e-37,5.06562613105643e-21,2.7342952193312414e-11,4.4915126640071435e-5,0.2391704080246079,0.6787874507989421,0.0022126374076841633,6.048676113499416e-10,2.6120639804879896e-21,5.242213115090314e-39,2.5302062649661252e-59,5.470496751942271e-72,2.040133172744407e-100
552,1.191324358110078e-50,4.80669866483356e-37,2.8794114218459417e-21,1.6036060259741712e-11,2.9108646518201977e-5,0.2001465056954817,0.7436204792831507,0.0033115602883461073,1.5414344411233136e-9,9.165439420926922e-21,2.0442584656822765e-38,1.008992420391762e-58,2.18323086313959e-71,8.157554659148551e-100
553,5.301849708684049e-51,2.143498754995988e-37,1.3119760471072392e-21,7.833642229514802e-12,1.7132623076296813e-5,0.16470839935405154,0.8059597823678882,0.004805424465165969,3.034845465221714e-9,1.998661487112186e-20,4.5734989641010055e-38,2.2686973210386054e-58,4.909807573487839e-71,1.8353021443180486e-99
554,1.3334734641782148e-51,5.439997634389454e-38,3.6454018157902447e-22,2.762016132858602e-12,9.123119756261101e-6,0.13408619534174762,0.8597260569684172,0.006664385761323888,5.077925659546743e-9,3.5065498880877866e-20,8.111545308346491e-38,4.0321087177902985e-58,8.726742915890724e-71,3.262651079880827e-99
555,8.385899999999999e-54,8.502e-40,3.8324e-23,8.475e-13,5.2162e-6,0.10951,0.89884,0.0088586,7.6635e-9,5.4392e-20,1.2658e-37,6.2992e-58,1.3633999999999999e-70,5.097799999999999e-99
556,5.368194783806743e-54,5.444348293296302e-40,2.4633960046072478e-23,5.520930690049636e-13,3.56617657936872e-6,0.08924025273816703,0.9284078994467395,0.012036029223644242,1.7288294813359503e-8,3.3728319328511988e-19,3.737192889045686e-36,1.4699205532265174e-55,4.42970844634362e-68,1.0233424165323866e-95
557,3.020859837987858e-54,3.0655787727212664e-40,1.3966044968050678e-23,3.2051849607587403e-13,2.2424459305925998e-6,0.07101258488569229,0.955876486877582,0.016763872489738423,4.0300428753497026e-8,1.1419815648268714e-18,1.4465589150746442e-35,5.855608584853885e-55,1.766676909224105e-67,4.091422612618576e-95
558,1.3439465902656e-54,1.3658315354980808e-40,6.324717866992638e-24,1.5318018864430266e-13,1.2536969921321198e-6,0.05526989066413404,0.9786771245850546,0.022891141144010477,7.646981528695479e-8,2.4668651397260627e-18,3.2308120967924355e-35,1.3163156019867993e-54,3.972442911496666e-67,9.20473551243857e-95
559,3.37506468362228e-55,3.452466788499298e-41,1.714441843956394e-24,5.0482054141821034e-14,6.08618702447761e-7,0.042455064295050526,0.9942411748616848,0.030266846532188356,1.2556636788027506e-7,4.3103119430835035e-18,5.726114052340151e-35,2.339235558325473e-54,7.060230169179486e-67,1.6363266260172374e-94
560,1.5909000000000002e-57,3.9642999999999994e-43,1.3968e-25,1.2828e-14,3.159e-7,0.033011,1,0.03874,1.8736e-7,6.6707e-18,8.932099999999999e-35,3.6543e-54,1.1029999999999999e-66,2.5566999999999997e-94
561,1.0183489478127785e-57,2.538197488937483e-43,8.968626407796586e-26,8.319696664174086e-15,2.126490924582457e-7,0.025828878893416448,0.9908133296961296,0.049889772645511324,3.737299561076597e-7,3.346500739109827e-17,2.0532715938925356e-33,6.361971978634873e-52,2.769205904903585e-64,3.937922217481494e-91
562,5.7299869372181966e-58,1.4288035425193342e-43,5.0747298710460395e-26,4.792612173682227e-15,1.3045471258589483e-7,0.019584806901266905,0.9664559890883886,0.06502066038908857,7.930968966768495e-7,1.0847961254281927e-16,7.872185465479888e-33,2.5308234658602513e-51,1.1034703616842798e-63,1.5741923824810406e-90
563,2.5485653872447172e-58,6.361659116324442e-44,2.287530530397197e-26,2.2513503511033243e-15,6.972658648442114e-8,0.014399065462409134,0.9317319836325828,0.08356966180991014,1.4400428591922093e-6,2.3151699399899114e-16,1.754349194012097e-32,5.687412854925271e-51,2.480721037633021e-63,3.541448700339857e-90
564,6.392978381808266e-59,1.6033234716370222e-44,6.082485264989043e-27,7.005150190162809e-16,3.087444025529835e-8,0.010391936015700907,0.891445318784518,0.10497377548715449,2.309149881138379e-6,4.02379630303442e-16,3.1064620343174703e-32,1.0105845115993526e-50,4.408641342387842e-63,6.29555372346578e-90
565,2.2573e-61,1.3506e-46,3.8103999999999997e-28,1.4471e-16,1.4308e-8,0.0076837,0.8504,0.12867,3.395e-6,6.2087e-16,4.8432999999999997e-32,1.5785999999999998e-50,6.8872e-63,9.836499999999999e-90
566,1.4448555544597085e-61,8.646442844040028e-47,2.4446027795243543e-28,9.35400513555919e-17,9.515916904683744e-9,0.0058003022327887625,0.8031609832882567,0.1572659207261574,6.0990893297958615e-6,2.5561694932843466e-15,8.700965453101148e-31,2.0516295202126862e-48,1.3367450257287552e-60,1.16247816251468e-86
